Município,Cód. IBGE,UF,Região,Fabricante,Doses Aplicadas,Dose 1,Dose 2
Alagoa,310130,MG,Sudeste,BUTANTAN/SINOVAC,1124,568,556
Alagoa,310130,MG,Sudeste,JANSSEN,45,0,0
Alagoa Grande,250030,PB,Nordeste,FIOCRUZ/ASTRAZENECA,16572,8550,8022
Alagoa Grande,250030,PB,Nordeste,BUTANTAN/SINOVAC,11524,5903,5621
Alagoa Grande,250030,PB,Nordeste,PFIZER/BIONTECH,10496,7463,3033
Alagoa Grande,250030,PB,Nordeste,JANSSEN,433,0,0
Alagoa Nova,250040,PB,Nordeste,FIOCRUZ/ASTRAZENECA,9143,5052,4091
Alagoa Nova,250040,PB,Nordeste,BUTANTAN/SINOVAC,8211,4479,3732
Alagoa Nova,250040,PB,Nordeste,PFIZER/BIONTECH,6194,5128,1066
Alagoa Nova,250040,PB,Nordeste,JANSSEN,370,0,0
Alagoinha,250050,PB,Nordeste,FIOCRUZ/ASTRAZENECA,6690,3745,2945
Alagoinha,250050,PB,Nordeste,BUTANTAN/SINOVAC,5337,2836,2501
Alagoinha,250050,PB,Nordeste,PFIZER/BIONTECH,4467,3421,1046
Alagoinha,250050,PB,Nordeste,JANSSEN,237,0,0
Alagoinha,260060,PE,Nordeste,FIOCRUZ/ASTRAZENECA,11989,6732,5257
Alagoinha,260060,PE,Nordeste,PFIZER/BIONTECH,5051,3069,1982
Alagoinha,260060,PE,Nordeste,BUTANTAN/SINOVAC,3922,2042,1880
Alagoinha,260060,PE,Nordeste,JANSSEN,91,0,0
Alagoinha Do Piauí,220025,PI,Nordeste,FIOCRUZ/ASTRAZENECA,4082,2208,1874
Alagoinha Do Piauí,220025,PI,Nordeste,PFIZER/BIONTECH,2765,1732,1033
Alagoinha Do Piauí,220025,PI,Nordeste,BUTANTAN/SINOVAC,2748,1386,1362
Alagoinha Do Piauí,220025,PI,Nordeste,JANSSEN,139,0,0
Alagoinhas,290070,BA,Nordeste,PFIZER/BIONTECH,60963,47920,13043
Alagoinhas,290070,BA,Nordeste,BUTANTAN/SINOVAC,60862,34077,26785
Alagoinhas,290070,BA,Nordeste,FIOCRUZ/ASTRAZENECA,58357,32648,25709
Alagoinhas,290070,BA,Nordeste,JANSSEN,1861,0,0
Alambari,350075,SP,Sudeste,FIOCRUZ/ASTRAZENECA,3698,1830,1868
Alambari,350075,SP,Sudeste,BUTANTAN/SINOVAC,3052,1554,1498
Alambari,350075,SP,Sudeste,PFIZER/BIONTECH,2263,1348,915
Alambari,350075,SP,Sudeste,JANSSEN,171,0,0
Albertina,310140,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1850,1031,819
Albertina,310140,MG,Sudeste,BUTANTAN/SINOVAC,1154,613,541
Albertina,310140,MG,Sudeste,PFIZER/BIONTECH,891,687,204
Albertina,310140,MG,Sudeste,JANSSEN,45,0,0
Alcântara,210020,MA,Nordeste,FIOCRUZ/ASTRAZENECA,26105,14241,11864
Alcântara,210020,MA,Nordeste,BUTANTAN/SINOVAC,3117,1755,1362
Alcântara,210020,MA,Nordeste,PFIZER/BIONTECH,2106,1716,390
Alcântaras,230050,CE,Nordeste,FIOCRUZ/ASTRAZENECA,5953,3234,2719
Alcântaras,230050,CE,Nordeste,PFIZER/BIONTECH,4591,3073,1518
Alcântaras,230050,CE,Nordeste,BUTANTAN/SINOVAC,4044,2136,1908
Alcântaras,230050,CE,Nordeste,JANSSEN,271,0,0
Alcantil,250053,PB,Nordeste,FIOCRUZ/ASTRAZENECA,2712,1408,1304
Alcantil,250053,PB,Nordeste,BUTANTAN/SINOVAC,2708,1417,1291
Alcantil,250053,PB,Nordeste,PFIZER/BIONTECH,1949,1484,465
Alcantil,250053,PB,Nordeste,JANSSEN,98,0,0
Alcinópolis,500025,MS,Centro-Oeste,FIOCRUZ/ASTRAZENECA,2797,1505,1292
Alcinópolis,500025,MS,Centro-Oeste,PFIZER/BIONTECH,2568,1433,1135
Alcinópolis,500025,MS,Centro-Oeste,BUTANTAN/SINOVAC,1527,776,751
Alcinópolis,500025,MS,Centro-Oeste,JANSSEN,300,0,0
Alcobaça,290080,BA,Nordeste,FIOCRUZ/ASTRAZENECA,8379,6564,1815
Alcobaça,290080,BA,Nordeste,BUTANTAN/SINOVAC,5463,3688,1775
Alcobaça,290080,BA,Nordeste,PFIZER/BIONTECH,2860,2831,29
Alcobaça,290080,BA,Nordeste,JANSSEN,140,0,0
Aldeias Altas,210030,MA,Nordeste,FIOCRUZ/ASTRAZENECA,7395,5796,1599
Aldeias Altas,210030,MA,Nordeste,BUTANTAN/SINOVAC,6584,4073,2511
Aldeias Altas,210030,MA,Nordeste,PFIZER/BIONTECH,1766,1661,105
Aldeias Altas,210030,MA,Nordeste,JANSSEN,182,0,0
Alecrim,430030,RS,Sul,FIOCRUZ/ASTRAZENECA,6034,3087,2947
Alecrim,430030,RS,Sul,BUTANTAN/SINOVAC,2580,1300,1280
Alecrim,430030,RS,Sul,PFIZER/BIONTECH,1337,736,601
Alecrim,430030,RS,Sul,JANSSEN,135,0,0
Alegre,320020,ES,Sudeste,FIOCRUZ/ASTRAZENECA,16670,8726,7944
Alegre,320020,ES,Sudeste,PFIZER/BIONTECH,13869,8846,5023
Alegre,320020,ES,Sudeste,BUTANTAN/SINOVAC,12991,6759,6232
Alegre,320020,ES,Sudeste,JANSSEN,1038,0,0
Alegrete,430040,RS,Sul,FIOCRUZ/ASTRAZENECA,49823,26405,23418
Alegrete,430040,RS,Sul,PFIZER/BIONTECH,28862,17548,11314
Alegrete,430040,RS,Sul,BUTANTAN/SINOVAC,27604,14440,13164
Alegrete,430040,RS,Sul,JANSSEN,1750,0,0
Alegrete Do Piauí,220027,PI,Nordeste,FIOCRUZ/ASTRAZENECA,2484,1261,1223
Alegrete Do Piauí,220027,PI,Nordeste,BUTANTAN/SINOVAC,1914,1001,913
Alegrete Do Piauí,220027,PI,Nordeste,PFIZER/BIONTECH,1778,1153,625
Alegrete Do Piauí,220027,PI,Nordeste,JANSSEN,80,0,0
Alegria,430045,RS,Sul,FIOCRUZ/ASTRAZENECA,2686,1440,1246
Alegria,430045,RS,Sul,BUTANTAN/SINOVAC,1681,855,826
Alegria,430045,RS,Sul,PFIZER/BIONTECH,1201,679,522
Alegria,430045,RS,Sul,JANSSEN,81,0,0
Além Paraíba,310150,MG,Sudeste,FIOCRUZ/ASTRAZENECA,21691,11890,9801
Além Paraíba,310150,MG,Sudeste,PFIZER/BIONTECH,11531,7210,4321
Além Paraíba,310150,MG,Sudeste,BUTANTAN/SINOVAC,11489,5996,5493
Além Paraíba,310150,MG,Sudeste,JANSSEN,1193,0,0
Alenquer,150040,PA,Norte,FIOCRUZ/ASTRAZENECA,30758,18842,11916
Alenquer,150040,PA,Norte,BUTANTAN/SINOVAC,10482,6848,3634
Alenquer,150040,PA,Norte,PFIZER/BIONTECH,3751,3750,1
Alenquer,150040,PA,Norte,JANSSEN,601,0,0
Alexandria,240050,RN,Nordeste,FIOCRUZ/ASTRAZENECA,12791,6824,5967
Alexandria,240050,RN,Nordeste,BUTANTAN/SINOVAC,7207,3798,3409
Alexandria,240050,RN,Nordeste,PFIZER/BIONTECH,6576,4324,2252
Alexandria,240050,RN,Nordeste,JANSSEN,346,0,0
Alexânia,520030,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,16376,8959,7417
Alexânia,520030,GO,Centro-Oeste,PFIZER/BIONTECH,10552,7296,3256
Alexânia,520030,GO,Centro-Oeste,BUTANTAN/SINOVAC,9183,5253,3930
Alexânia,520030,GO,Centro-Oeste,JANSSEN,476,0,0
Alfenas,310160,MG,Sudeste,FIOCRUZ/ASTRAZENECA,28126,24332,3794
Alfenas,310160,MG,Sudeste,BUTANTAN/SINOVAC,19363,11859,7504
Alfenas,310160,MG,Sudeste,PFIZER/BIONTECH,14125,14016,109
Alfenas,310160,MG,Sudeste,JANSSEN,2335,0,0
Alfredo Chaves,320030,ES,Sudeste,FIOCRUZ/ASTRAZENECA,7167,3665,3502
Alfredo Chaves,320030,ES,Sudeste,PFIZER/BIONTECH,7045,4573,2472
Alfredo Chaves,320030,ES,Sudeste,BUTANTAN/SINOVAC,6311,3236,3075
Alfredo Chaves,320030,ES,Sudeste,JANSSEN,535,0,0
Alfredo Marcondes,350080,SP,Sudeste,FIOCRUZ/ASTRAZENECA,3594,1797,1797
Alfredo Marcondes,350080,SP,Sudeste,BUTANTAN/SINOVAC,2665,1316,1349
Alfredo Marcondes,350080,SP,Sudeste,PFIZER/BIONTECH,1472,772,700
Alfredo Marcondes,350080,SP,Sudeste,JANSSEN,79,0,0
Alfredo Vasconcelos,310163,MG,Sudeste,FIOCRUZ/ASTRAZENECA,3380,1820,1560
Alfredo Vasconcelos,310163,MG,Sudeste,PFIZER/BIONTECH,2883,1769,1114
Alfredo Vasconcelos,310163,MG,Sudeste,BUTANTAN/SINOVAC,1858,1085,773
Alfredo Vasconcelos,310163,MG,Sudeste,JANSSEN,106,0,0
Alfredo Wagner,420070,SC,Sul,FIOCRUZ/ASTRAZENECA,5500,2795,2705
Alfredo Wagner,420070,SC,Sul,PFIZER/BIONTECH,4749,2848,1901
Alfredo Wagner,420070,SC,Sul,BUTANTAN/SINOVAC,3492,1838,1654
Alfredo Wagner,420070,SC,Sul,JANSSEN,328,0,0
Algodão De Jandaíra,250057,PB,Nordeste,BUTANTAN/SINOVAC,1469,809,660
Algodão De Jandaíra,250057,PB,Nordeste,FIOCRUZ/ASTRAZENECA,1151,584,567
Algodão De Jandaíra,250057,PB,Nordeste,PFIZER/BIONTECH,920,672,248
Algodão De Jandaíra,250057,PB,Nordeste,JANSSEN,42,0,0
Alhandra,250060,PB,Nordeste,FIOCRUZ/ASTRAZENECA,7399,4714,2685
Alhandra,250060,PB,Nordeste,BUTANTAN/SINOVAC,6364,3588,2776
Alhandra,250060,PB,Nordeste,PFIZER/BIONTECH,5019,4387,632
Alhandra,250060,PB,Nordeste,JANSSEN,304,0,0
Aliança,260070,PE,Nordeste,FIOCRUZ/ASTRAZENECA,17966,9876,8090
Aliança,260070,PE,Nordeste,PFIZER/BIONTECH,14247,10043,4204
Aliança,260070,PE,Nordeste,BUTANTAN/SINOVAC,12000,6468,5532
Aliança,260070,PE,Nordeste,JANSSEN,271,0,0
Aliança Do Tocantins,170035,TO,Norte,FIOCRUZ/ASTRAZENECA,3091,1707,1384
Aliança Do Tocantins,170035,TO,Norte,BUTANTAN/SINOVAC,2521,1342,1179
Aliança Do Tocantins,170035,TO,Norte,PFIZER/BIONTECH,705,699,6
Aliança Do Tocantins,170035,TO,Norte,JANSSEN,96,0,0
Almadina,290090,BA,Nordeste,FIOCRUZ/ASTRAZENECA,3203,1757,1446
Almadina,290090,BA,Nordeste,BUTANTAN/SINOVAC,2083,1084,999
Almadina,290090,BA,Nordeste,PFIZER/BIONTECH,1563,1150,413
Almadina,290090,BA,Nordeste,JANSSEN,35,0,0
Almas,170040,TO,Norte,FIOCRUZ/ASTRAZENECA,4688,2796,1892
Almas,170040,TO,Norte,BUTANTAN/SINOVAC,2011,1079,932
Almas,170040,TO,Norte,PFIZER/BIONTECH,841,819,22
Almas,170040,TO,Norte,JANSSEN,90,0,0
Almeirim,150050,PA,Norte,FIOCRUZ/ASTRAZENECA,17694,9654,8040
Almeirim,150050,PA,Norte,PFIZER/BIONTECH,9043,6677,2366
Almeirim,150050,PA,Norte,BUTANTAN/SINOVAC,5622,3076,2546
Almeirim,150050,PA,Norte,JANSSEN,956,0,0
Almenara,310170,MG,Sudeste,FIOCRUZ/ASTRAZENECA,20248,10901,9347
Almenara,310170,MG,Sudeste,BUTANTAN/SINOVAC,15240,8233,7007
Almenara,310170,MG,Sudeste,PFIZER/BIONTECH,14017,9720,4297
Almenara,310170,MG,Sudeste,JANSSEN,629,0,0
Almino Afonso,240060,RN,Nordeste,FIOCRUZ/ASTRAZENECA,2731,1531,1200
Almino Afonso,240060,RN,Nordeste,BUTANTAN/SINOVAC,1892,968,924
Almino Afonso,240060,RN,Nordeste,PFIZER/BIONTECH,1781,1172,609
Almino Afonso,240060,RN,Nordeste,JANSSEN,74,0,0
Almirante Tamandaré,410040,PR,Sul,FIOCRUZ/ASTRAZENECA,54315,29771,24544
Almirante Tamandaré,410040,PR,Sul,PFIZER/BIONTECH,53593,35587,18006
Almirante Tamandaré,410040,PR,Sul,BUTANTAN/SINOVAC,28316,15008,13308
Almirante Tamandaré,410040,PR,Sul,JANSSEN,4208,0,0
Almirante Tamandaré Do Sul,430047,RS,Sul,FIOCRUZ/ASTRAZENECA,1285,677,608
Almirante Tamandaré Do Sul,430047,RS,Sul,BUTANTAN/SINOVAC,881,464,417
Almirante Tamandaré Do Sul,430047,RS,Sul,PFIZER/BIONTECH,808,476,332
Almirante Tamandaré Do Sul,430047,RS,Sul,JANSSEN,48,0,0
Aloândia,520050,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,1748,909,839
Aloândia,520050,GO,Centro-Oeste,BUTANTAN/SINOVAC,752,383,369
Aloândia,520050,GO,Centro-Oeste,PFIZER/BIONTECH,509,409,100
Aloândia,520050,GO,Centro-Oeste,JANSSEN,10,0,0
Alpercata,310180,MG,Sudeste,FIOCRUZ/ASTRAZENECA,3947,2342,1605
Alpercata,310180,MG,Sudeste,PFIZER/BIONTECH,2252,1689,563
Alpercata,310180,MG,Sudeste,BUTANTAN/SINOVAC,2210,1150,1060
Alpercata,310180,MG,Sudeste,JANSSEN,112,0,0
Alpestre,430050,RS,Sul,FIOCRUZ/ASTRAZENECA,4327,2328,1999
Alpestre,430050,RS,Sul,BUTANTAN/SINOVAC,3017,1548,1469
Alpestre,430050,RS,Sul,PFIZER/BIONTECH,2687,1559,1128
Alpestre,430050,RS,Sul,JANSSEN,147,0,0
Alpinópolis,310190,MG,Sudeste,FIOCRUZ/ASTRAZENECA,11200,6097,5103
Alpinópolis,310190,MG,Sudeste,BUTANTAN/SINOVAC,7149,3758,3391
Alpinópolis,310190,MG,Sudeste,PFIZER/BIONTECH,6221,5282,939
Alpinópolis,310190,MG,Sudeste,JANSSEN,323,0,0
Alta Floresta,510025,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,26787,14004,12783
Alta Floresta,510025,MT,Centro-Oeste,PFIZER/BIONTECH,20745,13314,7431
Alta Floresta,510025,MT,Centro-Oeste,BUTANTAN/SINOVAC,16864,9020,7844
Alta Floresta,510025,MT,Centro-Oeste,JANSSEN,1215,0,0
Alta Floresta D'Oeste,110001,RO,Norte,FIOCRUZ/ASTRAZENECA,10282,5460,4822
Alta Floresta D'Oeste,110001,RO,Norte,PFIZER/BIONTECH,8706,6693,2013
Alta Floresta D'Oeste,110001,RO,Norte,BUTANTAN/SINOVAC,8510,4389,4121
Alta Floresta D'Oeste,110001,RO,Norte,JANSSEN,461,0,0
Altair,350090,SP,Sudeste,FIOCRUZ/ASTRAZENECA,1998,981,1017
Altair,350090,SP,Sudeste,BUTANTAN/SINOVAC,1932,958,974
Altair,350090,SP,Sudeste,PFIZER/BIONTECH,1868,966,902
Altair,350090,SP,Sudeste,JANSSEN,114,0,0
Altamira,150060,PA,Norte,FIOCRUZ/ASTRAZENECA,61805,37283,24522
Altamira,150060,PA,Norte,BUTANTAN/SINOVAC,26063,13740,12323
Altamira,150060,PA,Norte,PFIZER/BIONTECH,19165,15844,3321
Altamira,150060,PA,Norte,JANSSEN,1278,0,0
Altamira Do Maranhão,210040,MA,Nordeste,FIOCRUZ/ASTRAZENECA,4257,2396,1861
Altamira Do Maranhão,210040,MA,Nordeste,BUTANTAN/SINOVAC,1888,980,908
Altamira Do Maranhão,210040,MA,Nordeste,PFIZER/BIONTECH,1187,701,486
Altamira Do Maranhão,210040,MA,Nordeste,JANSSEN,85,0,0
Altamira Do Paraná,410045,PR,Sul,FIOCRUZ/ASTRAZENECA,2818,1467,1351
Altamira Do Paraná,410045,PR,Sul,PFIZER/BIONTECH,1581,874,707
Altamira Do Paraná,410045,PR,Sul,BUTANTAN/SINOVAC,1171,615,556
Altamira Do Paraná,410045,PR,Sul,JANSSEN,35,0,0
Altaneira,230060,CE,Nordeste,FIOCRUZ/ASTRAZENECA,2443,1601,842
Altaneira,230060,CE,Nordeste,BUTANTAN/SINOVAC,1761,896,865
Altaneira,230060,CE,Nordeste,PFIZER/BIONTECH,5,5,0
Alterosa,310200,MG,Sudeste,FIOCRUZ/ASTRAZENECA,10708,5535,5173
Alterosa,310200,MG,Sudeste,PFIZER/BIONTECH,5447,3378,2069
Alterosa,310200,MG,Sudeste,BUTANTAN/SINOVAC,5231,2747,2484
Alterosa,310200,MG,Sudeste,JANSSEN,262,0,0
Altinho,260080,PE,Nordeste,FIOCRUZ/ASTRAZENECA,13734,7390,6344
Altinho,260080,PE,Nordeste,PFIZER/BIONTECH,8124,5202,2922
Altinho,260080,PE,Nordeste,BUTANTAN/SINOVAC,6615,3543,3072
Altinho,260080,PE,Nordeste,JANSSEN,196,0,0
Altinópolis,350100,SP,Sudeste,FIOCRUZ/ASTRAZENECA,10789,5658,5131
Altinópolis,350100,SP,Sudeste,BUTANTAN/SINOVAC,9821,4919,4902
Altinópolis,350100,SP,Sudeste,PFIZER/BIONTECH,7151,3267,3884
Altinópolis,350100,SP,Sudeste,JANSSEN,387,0,0
Alto Alegre,140005,RR,Norte,BUTANTAN/SINOVAC,9061,5103,3958
Alto Alegre,140005,RR,Norte,FIOCRUZ/ASTRAZENECA,6482,4018,2464
Alto Alegre,140005,RR,Norte,PFIZER/BIONTECH,1800,1318,482
Alto Alegre,140005,RR,Norte,JANSSEN,198,0,0
Alto Alegre,350110,SP,Sudeste,BUTANTAN/SINOVAC,2788,1366,1422
Alto Alegre,350110,SP,Sudeste,FIOCRUZ/ASTRAZENECA,2612,1397,1215
Alto Alegre,350110,SP,Sudeste,PFIZER/BIONTECH,1481,770,711
Alto Alegre,350110,SP,Sudeste,JANSSEN,99,0,0
Alto Alegre,430055,RS,Sul,FIOCRUZ/ASTRAZENECA,959,508,451
Alto Alegre,430055,RS,Sul,BUTANTAN/SINOVAC,889,457,432
Alto Alegre,430055,RS,Sul,PFIZER/BIONTECH,764,419,345
Alto Alegre,430055,RS,Sul,JANSSEN,46,0,0
Alto Alegre Do Maranhão,210043,MA,Nordeste,FIOCRUZ/ASTRAZENECA,12047,7326,4721
Alto Alegre Do Maranhão,210043,MA,Nordeste,BUTANTAN/SINOVAC,4566,2641,1925
Alto Alegre Do Maranhão,210043,MA,Nordeste,PFIZER/BIONTECH,3445,3409,36
Alto Alegre Do Maranhão,210043,MA,Nordeste,JANSSEN,186,0,0
Alto Alegre Do Pindaré,210047,MA,Nordeste,FIOCRUZ/ASTRAZENECA,14939,8181,6758
Alto Alegre Do Pindaré,210047,MA,Nordeste,BUTANTAN/SINOVAC,9384,5005,4379
Alto Alegre Do Pindaré,210047,MA,Nordeste,PFIZER/BIONTECH,4308,3659,649
Alto Alegre Do Pindaré,210047,MA,Nordeste,JANSSEN,255,0,0
Alto Alegre Dos Parecis,110037,RO,Norte,PFIZER/BIONTECH,5191,3467,1724
Alto Alegre Dos Parecis,110037,RO,Norte,FIOCRUZ/ASTRAZENECA,4917,2725,2192
Alto Alegre Dos Parecis,110037,RO,Norte,BUTANTAN/SINOVAC,3814,2037,1777
Alto Alegre Dos Parecis,110037,RO,Norte,JANSSEN,239,0,0
Alto Araguaia,510030,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,10272,5326,4946
Alto Araguaia,510030,MT,Centro-Oeste,PFIZER/BIONTECH,6199,4260,1939
Alto Araguaia,510030,MT,Centro-Oeste,BUTANTAN/SINOVAC,4394,2324,2070
Alto Araguaia,510030,MT,Centro-Oeste,JANSSEN,606,0,0
Alto Bela Vista,420075,SC,Sul,FIOCRUZ/ASTRAZENECA,1354,699,655
Alto Bela Vista,420075,SC,Sul,BUTANTAN/SINOVAC,965,487,478
Alto Bela Vista,420075,SC,Sul,PFIZER/BIONTECH,720,437,283
Alto Bela Vista,420075,SC,Sul,JANSSEN,62,0,0
Alto Boa Vista,510035,MT,Centro-Oeste,BUTANTAN/SINOVAC,2820,1483,1337
Alto Boa Vista,510035,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,1999,1025,974
Alto Boa Vista,510035,MT,Centro-Oeste,PFIZER/BIONTECH,1616,1107,509
Alto Boa Vista,510035,MT,Centro-Oeste,JANSSEN,259,0,0
Alto Caparaó,310205,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2763,1434,1329
Alto Caparaó,310205,MG,Sudeste,BUTANTAN/SINOVAC,2614,1383,1231
Alto Caparaó,310205,MG,Sudeste,PFIZER/BIONTECH,2421,1490,931
Alto Caparaó,310205,MG,Sudeste,JANSSEN,76,0,0
Alto Do Rodrigues,240070,RN,Nordeste,FIOCRUZ/ASTRAZENECA,8126,4211,3915
Alto Do Rodrigues,240070,RN,Nordeste,PFIZER/BIONTECH,6254,4009,2245
Alto Do Rodrigues,240070,RN,Nordeste,BUTANTAN/SINOVAC,4906,2588,2318
Alto Do Rodrigues,240070,RN,Nordeste,JANSSEN,235,0,0
Alto Feliz,430057,RS,Sul,FIOCRUZ/ASTRAZENECA,2305,1145,1160
Alto Feliz,430057,RS,Sul,PFIZER/BIONTECH,1417,797,620
Alto Feliz,430057,RS,Sul,BUTANTAN/SINOVAC,1087,551,536
Alto Feliz,430057,RS,Sul,JANSSEN,91,0,0
Alto Garças,510040,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,6220,3248,2972
Alto Garças,510040,MT,Centro-Oeste,PFIZER/BIONTECH,4694,3208,1486
Alto Garças,510040,MT,Centro-Oeste,BUTANTAN/SINOVAC,4015,2125,1890
Alto Garças,510040,MT,Centro-Oeste,JANSSEN,374,0,0
Alto Horizonte,520055,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,3757,1967,1790
Alto Horizonte,520055,GO,Centro-Oeste,PFIZER/BIONTECH,2848,1945,903
Alto Horizonte,520055,GO,Centro-Oeste,BUTANTAN/SINOVAC,2097,1167,930
Alto Horizonte,520055,GO,Centro-Oeste,JANSSEN,114,0,0
Alto Jequitibá,315350,MG,Sudeste,FIOCRUZ/ASTRAZENECA,4941,2597,2344
Alto Jequitibá,315350,MG,Sudeste,BUTANTAN/SINOVAC,3471,1856,1615
Alto Jequitibá,315350,MG,Sudeste,PFIZER/BIONTECH,3447,2440,1007
Alto Jequitibá,315350,MG,Sudeste,JANSSEN,112,0,0
Alto Longá,220030,PI,Nordeste,FIOCRUZ/ASTRAZENECA,6703,3402,3301
Alto Longá,220030,PI,Nordeste,PFIZER/BIONTECH,5515,3461,2054
Alto Longá,220030,PI,Nordeste,BUTANTAN/SINOVAC,5373,2744,2629
Alto Longá,220030,PI,Nordeste,JANSSEN,161,0,0
Alto Paraguai,510050,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,4562,2454,2108
Alto Paraguai,510050,MT,Centro-Oeste,PFIZER/BIONTECH,2449,1827,622
Alto Paraguai,510050,MT,Centro-Oeste,BUTANTAN/SINOVAC,2115,1096,1019
Alto Paraguai,510050,MT,Centro-Oeste,JANSSEN,237,0,0
Alto Paraíso,110040,RO,Norte,FIOCRUZ/ASTRAZENECA,7578,4047,3531
Alto Paraíso,110040,RO,Norte,BUTANTAN/SINOVAC,6252,3364,2888
Alto Paraíso,110040,RO,Norte,PFIZER/BIONTECH,4038,2714,1324
Alto Paraíso,110040,RO,Norte,JANSSEN,397,0,0
Alto Paraíso,412862,PR,Sul,FIOCRUZ/ASTRAZENECA,2529,1389,1140
Alto Paraíso,412862,PR,Sul,BUTANTAN/SINOVAC,1264,710,554
Alto Paraíso,412862,PR,Sul,PFIZER/BIONTECH,766,487,279
Alto Paraíso,412862,PR,Sul,JANSSEN,75,0,0
Alto Paraíso De Goiás,520060,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,4761,2493,2268
Alto Paraíso De Goiás,520060,GO,Centro-Oeste,PFIZER/BIONTECH,2950,2192,758
Alto Paraíso De Goiás,520060,GO,Centro-Oeste,BUTANTAN/SINOVAC,2825,1506,1319
Alto Paraíso De Goiás,520060,GO,Centro-Oeste,JANSSEN,50,0,0
Alto Paraná,410060,PR,Sul,FIOCRUZ/ASTRAZENECA,8852,4683,4169
Alto Paraná,410060,PR,Sul,PFIZER/BIONTECH,4558,3136,1422
Alto Paraná,410060,PR,Sul,BUTANTAN/SINOVAC,4470,2348,2122
Alto Paraná,410060,PR,Sul,JANSSEN,409,0,0
Alto Parnaíba,210050,MA,Nordeste,FIOCRUZ/ASTRAZENECA,4747,2995,1752
Alto Parnaíba,210050,MA,Nordeste,BUTANTAN/SINOVAC,4144,2417,1727
Alto Parnaíba,210050,MA,Nordeste,PFIZER/BIONTECH,1738,1573,165
Alto Parnaíba,210050,MA,Nordeste,JANSSEN,77,0,0
Alto Piquiri,410070,PR,Sul,FIOCRUZ/ASTRAZENECA,5638,2954,2684
Alto Piquiri,410070,PR,Sul,PFIZER/BIONTECH,3762,2275,1487
Alto Piquiri,410070,PR,Sul,BUTANTAN/SINOVAC,3637,1860,1777
Alto Piquiri,410070,PR,Sul,JANSSEN,254,0,0
Alto Rio Doce,310210,MG,Sudeste,FIOCRUZ/ASTRAZENECA,8262,4497,3765
Alto Rio Doce,310210,MG,Sudeste,BUTANTAN/SINOVAC,3982,2258,1724
Alto Rio Doce,310210,MG,Sudeste,PFIZER/BIONTECH,3040,2287,753
Alto Rio Doce,310210,MG,Sudeste,JANSSEN,127,0,0
Alto Rio Novo,320035,ES,Sudeste,FIOCRUZ/ASTRAZENECA,3736,1974,1762
Alto Rio Novo,320035,ES,Sudeste,PFIZER/BIONTECH,3667,2487,1180
Alto Rio Novo,320035,ES,Sudeste,BUTANTAN/SINOVAC,2425,1240,1185
Alto Rio Novo,320035,ES,Sudeste,JANSSEN,282,0,0
Alto Santo,230070,CE,Nordeste,FIOCRUZ/ASTRAZENECA,4061,2776,1285
Alto Santo,230070,CE,Nordeste,BUTANTAN/SINOVAC,3340,1717,1623
Alto Santo,230070,CE,Nordeste,PFIZER/BIONTECH,1474,941,533
Alto Santo,230070,CE,Nordeste,JANSSEN,11,0,0
Alto Taquari,510060,MT,Centro-Oeste,PFIZER/BIONTECH,5789,3575,2214
Alto Taquari,510060,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,4597,2375,2222
Alto Taquari,510060,MT,Centro-Oeste,BUTANTAN/SINOVAC,2941,1548,1393
Alto Taquari,510060,MT,Centro-Oeste,JANSSEN,260,0,0
Altônia,410050,PR,Sul,FIOCRUZ/ASTRAZENECA,13237,6775,6462
Altônia,410050,PR,Sul,BUTANTAN/SINOVAC,7461,3843,3618
Altônia,410050,PR,Sul,PFIZER/BIONTECH,7457,4671,2786
Altônia,410050,PR,Sul,JANSSEN,442,0,0
Altos,220040,PI,Nordeste,FIOCRUZ/ASTRAZENECA,22208,12149,10059
Altos,220040,PI,Nordeste,BUTANTAN/SINOVAC,14136,7820,6316
Altos,220040,PI,Nordeste,PFIZER/BIONTECH,12990,10446,2544
Altos,220040,PI,Nordeste,JANSSEN,602,0,0
Alumínio,350115,SP,Sudeste,FIOCRUZ/ASTRAZENECA,10103,5295,4808
Alumínio,350115,SP,Sudeste,BUTANTAN/SINOVAC,9328,4684,4644
Alumínio,350115,SP,Sudeste,PFIZER/BIONTECH,7958,4239,3719
Alumínio,350115,SP,Sudeste,JANSSEN,519,0,0
Alvarães,130002,AM,Norte,FIOCRUZ/ASTRAZENECA,8048,4411,3637
Alvarães,130002,AM,Norte,BUTANTAN/SINOVAC,5434,3138,2296
Alvarães,130002,AM,Norte,PFIZER/BIONTECH,1040,1021,19
Alvarães,130002,AM,Norte,JANSSEN,176,0,0
